Clinical    Kpn-17    Mutant    Kpn-17.11
Clinical    Kpn-24    Mutant    Kpn-24.4
Clinical    Kpn-72    Mutant    Kpn-72.11
Clinical    Kpn-73    Mutant    Kpn-73.9
